text,label_id
programa divida zero governo antes citado ciro gomes sequer mencionou referencia programa nome limpo ciro gomes,1
arquivado recente processo jose serra prescrito processo investiga caixa dois parlamentar,1
mais quatro bancos onde dois sao publicos esta concentrado cerca oitenta porcento credito nacional,2
nunca foram atraidos tamanho investimentos estrangeiro pais brasil,2
jamais houve processo denunciado corrupcao candidato henrique meirelles mdb,2
brasil registra hoje cerca sessenta três mil assassinatos ano disse,2
mais oito milhoes pessoas vivem hoje linha pobreza disse geraldo alckmin psdb,2
enquanto aqui estamos nesse debate mais tres pessoas estao morrendo hepatite c disse candidata marina silva rede,1
assumi pib baixa cinco porcento aumentei enquanto governo disse henrique meirelles,2
fernando haddad candidato pt disse que seu mandato gerou cerca vinte milhoes novos empregos,2
numero estupros cegou mais cinquenta mil disse marina silva candidata rede,2
cerca três milhoes bolsas foram criadas prouni jovens baixa renda brasil durante governo pt,2
pedido pelo pt dezenas vezes impeachments contra presidente fhc,1
classe pobre deve pagar imposto proporcionalmente renda disse ciro gomes,2
cerca sessenta dois milhoes brasileiros  vivem hoje abaixo linha pobreza,1
governo dilma teve menos terras demarcadas relacao governo temer,2
governo cearense cobra oito porcento herancas grandes sao paulo taxa quatro porcento analisou ciro gomes,2
agricultura pequenas familias corresponde oitenta porcento producao sua mesa ciro,2
programa pronaf agricultura familiar jamais recebeu tanta quantidade recursos pelo governo pt,1
mais milhao pessoas foram encontrar bolsonaro brasilia populacao focada confiante vencera primeiro turno eleicoes,1
impostos sao paulo nao sofreram aumento durante governo fernando haddad pt,1
estatistica brasil aponta cada cem alunos apenas cinquenta nove completam ensino medio mais trinta abandonam ,1
evasao escolas brasil sao paulo tem menor indice governo fernando haddad pt,1
superavit sao paulo ano passado mais quatro bilhoes durante fernando haddad,2
poucos paises possuem inflation target chamada meta inflacao igual brasil,1
ministro fazenda relatou inflacao mais três porcento mes sendo que entregou zero porcento mes,1
reforma trabalhista tem promessa mentirosa nao ira superar desemprego novecentos oitenta mil desempregados pais,1
ministro fazenda relata periodo crescimento desempregos pais vem crescendo cerca três porcento mes,2
haddad disse que assinara indulto lula em sua posse logo apos sera nomeado chefe casa civil,1
rachel dodge argumenta em frase maior forca contra voto impresso seria comprometimento mostrar falha seguranca votacao eleicoes,2
roubos veiculos diminuiu trinta quatro porcento desde mesmo periodo ano passado,2
numero homicidios foram reduzidos mais seis porcento disse geraldo alckmin psdb,1
bolsa familia sera cortado caso governo temer assuma presidencia ,1
governo temer aumentou gasolina diesel mais cinco porcento,2
alvaro dias partido podemos senador mais votado eleicoes passada brasil,2
dilma realizou afastamento renato duque segundo rumor estaria envolvido esquema propina,1
plano metas chegar mais cento vinte três cumprir meta anual,2
prefeitura sao paulo entregue cerca cinco bilhoes caixa superavit,2
foto gleisi hoffmann vista celular adelio bispo possivel autor atentado contra bolsonaro,1
brasil voltou alto indice fome apos dois anos,1
governo lula marcado por duplicar vagas universidades federais brasil,2
cerca vinte cinco porcento professores educacao basica nao passaram por licenciatura universidade qual disciplina leciona,1
mais vinte sete porcento populacao ate dezoito anos nao estudavam dois mil dezessete faixa entre vinte cinco ate vinte nove cerca cinco porcento,2
mais metade jovens entre catorze ate vinte nove anos deixaram completar ensino medio brasil,2
creches criancas zero ate três anos ofertam cerca trinta porcento apenas,2
atualmente maioria estudantes fundamental tem dificuldade niveis proficiencia aprendizagem,2
fotos destaca homem que poderia ter atacado bolsonaro mutidao,1
presidente banco central indicado presidente lula obteve crescimento cerca dez milhoes novos empregos brasil sete anos,2
fortuna meirelles declarada tse chega cerca quatrocentos milhoes reais,2
dois mil dezesseis foram registrados mais quinhentos quarenta porcento taxa juros cartao credito,1
banco central portugal define juros dezesseis porcento ano comparado brasil,2
ceara aumentou numero homicidios dobrando ultimos dez anos relatou canditada marina silva,2
ceara tem tres escolas ensino medio oferecem estagio remunerado disse ciro gomes pdt,1
lei diz mulheres mesmas funcoes devem ganhar mesmos salarios homens,2
eramos vigésimo quinto estado mais perigoso sendo atualmente segundo mais seguro pais disse geraldo alckmin,2
brasil atualmente quinto numero morte contra mulheres numero espanta,2
numero mulheres negras sao agredidas atualmente muito alto disse marina silva,2
sao paulo atualmente cerca noventa mil presos fazem trabalho interno estudam candidato geraldo alckmin,1
numero atualmente apontam mais trinta mil assassinatos ano sao jovens,2
historia mostra primeira vez brasil teve presidente acusado bancar corrupcao formacao quadrilha ciro gomes,2
geraldo alckmin criador programa intitulado mulheres peito brasil programa ajudar mulheres,2
governo temer provocou corte programa bolsa familia criado pelo governo pt,1
onu decide presidente lula podera ser candidato mesmo com registro negado lei ficha limpa,2
ocorreu brasil dois mil dois grave crise economica afetando toda rede importacao pais,2
populacao tem divida media quatro mil duzentos spc disse ciro gomes pdt debate,2
pf investiga esquema planejava assassinato presidente enquanto campanha eleicoes jair bolsonaro,1
voce sabe apoado mendonca filho partido dem candidatura video mostra michel temer sendo cumprimentado geraldo alckmin,2
candidatura michel temer geraldo alckmin apoiada ministerio saude outros tres ministerios,2
industria comercio apoia candidatura governo continua apoiando base michel temer agricultura comercio,2
volto falar psdb partido ajuda governo base michel temer video mostra geraldo alckmin,2
nomeado jose serra enquanto ministerio relacoes exteriores divulgou video apoio temer,2
partido psdb levado dentro planalto apoiado imbassahy presidente temer,2
neste ano foram criadas mais quatrocentos quarenta mil novos empregos carteira assinada,2
capital investimento infraestrutura estatistica mostra numero muito baixo relacao sessenta cinco porcento pais japao mais quarenta porcento india,1
investimento nacional chegou topo seculo atual dois mil treze representa vinte porcento pib com quedas constantes dezesseis porcento ano,2
populacao pobre atualmente corresponde mais quinze milhoes cidadaos numero divulgado pesquisa ibge este ano,2
durante governo jk crescimento anual media era mais nove porcento ano numero vem caindo constante,2
criticas sobre demora licenciamento vem aumentando durante periodo recente,1
dois mil dez venho defendendo que pessoas possam transitar capitalizacao contribuicoes brasil atualmente,2
estudo mostra ufmg cerca oitenta porcento atividades domesticas sao realizadas por mulheres atualmente,2
apos governo temer assumir presidencia estatistica deficit publico aumentou,1
mais vinte cinco mil homicidios segundo atlas violencia dois mil dezoito estatistica mostra aumento preocupacao,1
cerca metade populacao estao estado linha pobreza entre maioria mulheres conjuge filhos maximo catorze anos idade,1
brasil atualmente baixo crescimento producao apenas vinte dois porcento foram registrados media ultimos trinta anos nao passou dezoito milhões oitocentos oitenta,2
governo planeja promover cidadania lgbt estatistica mostra cerca cento oitenta itens desconstrucao heteronormatividade utilizados algumas escolas homem mulher forma errada,1
alguns eventos lgbt infantil estavam divulgando material acabar homofobia conhecido kit gay publicado material livro onde mostra aparelho sexual,1
voce nunca presenciou falando sobre empregar mulheres salario menor homens disse candidato,1 
unico parlamentar votou contra pec empregadas domesticas ambos turnos,1
candidato falou unico proposta tributaria apresentada programa governo eleicoes,1
ensino medio ceara cerca tres escolas possuem ensino integral cursos profissionalizante,1
lava jato investiga candidatos partido psdb ninguem preso ate momento,2
governador mais popular brasil disse prefeito capital,2
brasil obteve ultimos sete anos queda dezessete posicoes ranking global innovation index,1
ano dois mil dezessete numero novos empregos passou milhao trabalhadores direta indiretamente empresas energias renovaveis,1
area biocombustiveis criou cerca setecentos noventa cinco mil empregos,2
atualmente brasil lider ranking mundial transtornos ansiedade infelizmente indice elevado casos registrados,2
ano dois mil quinze mais treze milhoes familias brasileiras receberam bolsa familia governo temer apos assumir ameacou programa durante seu governo mais trezentos vinte seis mil domicilios perderam programa,1
aumento lei cotas provocou crescimento mais duzentos oitenta seis porcento numero estudantes negros universidades federais brasil,1
educacao superior estima matriculas saltaram três milhoes entre dois mil dois cerca oito milhoes ano dois mil quinze,2
mais vinte porcento populacao brasileiras pagam planos saude individuais privados,2
dois mil dezesseis cerca dois porcento numero mortes violentas registradas brasil estao associadas acoes policiais,1
custo efetivo total uniao entre dois mil doze ate dois mil dezesseis dezoito empresas governo mais cento vinte bilhoes periodo oitenta nove bilhoes setenta dois porcento total gasto anual,1
previsto plano governo atual dois mil dezenove pais teria deficit primario mais cento trinta bilhoes cofres publicos,2
valor renuncias tributarias registra mais trezentos três bilhoes este ano chegando dezenove porcento em dois mil dezenove,2
sao paulo nao teve nenhum projeto aprovado,1
presidente lula relatou estar orgulhoso por ter sido presidente brasil pagou fmi,2
levando conta ensino superior brasil gasta pouco verba destinada ensino basico jair bolsonaro,2
estatistica mostra jovens chega nove ano termina ensino basico nao sabe ler nem fazer interpretacao texto corretamente apenas trinta porcento sabem realmente realizar operacoes simples matematica,2
brasil investe mal apenas seis porcento pib educacao outros paises investem mais cinco porcento pib nacional,2
fizemos propostas aprimoramento programa bolsa familia tambem abono salarial incluindo algumas vantagens beneficiarios meta fazer todo brasileiro possua renda igual superior valor pago programa bolsa familia,1
economia cresceu cerca cinco porcento ano durante governo pt brasil,1
presidente temer fez reajuste salario minimo muito abaixo inflacao atual este ano,2
numeros mostram pt gerou aproximadamente vinte milhoes novos empregos brasil,2
estatistica aponta numero mulheres cursos pos graduacao sao maioria entre homens,2
lula enquanto presidente quem criou maior numero universidades federais pais,2
candidato argumentou arma causasse explosao mortes eua seria pais violento mundo possuir grande quantidade armamento,1
proposta presidente temer reforma previdencia inicial falando sessenta cinco anos idade minima aposentadoria incluindo homens mulheres tambem policial militar,1
mulheres devem ganhar menos homens por engravidarem relatou candidato contra salarios iguais generos,1
metade territorio brasileiro demarcado indigenas parque nacional quilombola durante governo atual,1
investimento brasil apenas seis porcento pib educacao numeros outros paises chega cerca cinco porcento pib nacional,2
numero efetivo onze mil policiais federais realizando tarefas carimbar papel,1
salario minimo governo lula aumentou setenta seis porcento poder compra desde posse dilma estatistica aumentou trezentos porcento,1
cerca noventa três porcento numero trabalhadores brasileiros nao sao sindicalizados,2
joel malucelli sera investigado estar ligado diretamente empresa investigada lava jato,2
portugueses passaram continente africano periodo escravidao,1
fiz mais quinhentos projetos apresentados disse candidato,1
parlamentar ciro gomes relatou candidato durante quatro anos mandato nao aprovou nem apresentou nenhum projeto,2
alberto youssef relatou delacao premiada tres deputados federais partido pp recebiam dinheiro petrobras citados foram ana amelia jair bolsonaro paulo maluf,2
brasil tem imposto sobre heranca oito porcento ja estados unidos imposto quarenta porcento,2
brasil donos carros pagam ipva inicio ano donos jatinhos helicopteros iates nem pagam impostos,2
tabela sus nao corrigida mais dez anos pelo governo federal nenhum reajuste feito todo esse periodo,1
orcamento destinado universidades federais sera apenas trinta porcento educacao basica nacional decretou governo federal,2
brasil registra mais dezesseis mil sindicatos entre eles onze mil menos sao sindicatos trabalhadores cinco mil patronais,2
geraldo alckmin perdeu moradia sao paulo perdeu tambem pesquisa opiniao intencao voto,1
cassar mandato deputado federal ultimos anos recordista mesmos partidos mesmos parlamentares sempre foram cassados varias vezes,2
brasil tem atualmente mais vinte cinco porcento maes solteiras,2
emenda constitucional respeito propriedade privada relativizou mais setenta porcento,1
anos oitenta aproximadamente terco riqueza brasileiros vinha industria hoje esse numero bem menor apenas onze porcento riqueza brasileira vem setor,1
inumeros brasileiros estao atualmente sofrendo humilhacao por estarem nomes sujos spc serasa cerca sessenta três milhoes brasileiros nessa mesma situacao,2
cerca trinta dois milhoes brasileiros homens mulheres sofrem empregos informais,2
provas provocaram prisao condenacao sentenca enviada foram atos indeterminados,1
pais paraguaio vem crescendo anualmente cerca sete porcento,1
numeros mostram cerca setenta porcento alunos jovens nao sabe regra tres simples matematica,2
hoje brasil existem cerca treze milhoes cirurgias eletivas pendentes ,1
brasil registrou mais sessenta mil mortes armas fogo ultimo ano,2
mais setenta porcento criancas brasileiras hoje nao possuem acesso creches,2
cerca cinquenta porcento maes filho ate ano tem dificuldade em conseguir emprego mercado trabalho,2
icms  brasil sobre alcool salta dezoito porcento vinte cinco porcento aumento,1
cerca treze mil assassinatos foram registrados ano dois mil ano passado três mil quinhentos,2
cerca vinte porcento populacao nao chega completar trinta cinco anos contribuicao carteira assinada essas pessoas aposentam sessenta cinco anos,2
refinarias petrobras operam atualmente setenta porcento capacidade total reduzindo producao geral,2
petroleo volta ser exportado cru logica antigamente,1
atualmente existem mais sete milhoes imoveis abandonados,1
programa sera mantido plano governo quero combater fake news disse candidato,1
fundo monetario internacional declarou mais quarenta cinco paises adotam politica teto gastos controlar gastos publicos,2
referendo atingiu posicao sessenta três porcento populacao revogar trinta cinco aceitando venda armas fogo,2
setor industria brasil corresponde cerca vinte sete porcento novos empregos atualmente,1
numero pessoas procurando emprego chega cerca doze milhoes,1
dezenove milhoes votos ano dois mil dez ja quantidade ano dois mil catorze chegou marca vinte dois milhoes votos ,2
dois mil dez proposta era gastar apenas arrecadado compromisso gastando apenas metade crescimento pib,2
atualmente entre oito cidadaos trabalham dois irao aposentar pouco tempo esse indice tente aumentar vamos ter duas pessoas aposentadas cada oito crescendo anualmente,1
plano governo teria controle gastos publicos desde dois mil dez propondo gastar apenas cinquenta porcento crescimento pib anual,2
problema reforma previdencia dizer pessoa tera passar tempo quarenta nove anos poder aposentar tera completar vinte cinco anos contribuindo,1
observadores processo eleitoral acham estranho membros pt reunirem foram liderados haddad,1
paulo roberto digitei dezessete bolsonaro confirmei voces nao estao adulterando urnas eletronicas,1
cancelamento horario verao fechamendo urnas eletronicas programadas horario todos votos serao computados ate nove horas,1
haddad chamado ladrao carnaval salvador foto publicada virada,1
pesquisa datafolha computou candidato haddad voto bolsonaro declarado vencido,1
horario eleitoral bolsonaro autorizado despedida viviane senna utilizar tema vitoria piano,1
capa veja mostra bolsonaro chegando governo acabando pt,1
jornalista patricia campos mello faz materia mostrando posicao contra bolsonaro,1
quatro advogados ficaram lado lado adelio bispo haddad,1
odisseia fm divulgou mil quarenta nove brigada militar apreenderam quatro urnas eletronicas sendo três urnas preenchidas voto eleicoes haddad menos oitenta porcento,1
patrimonio delcarado candidato bolsonaro seria inferior real patrimonio,2
data vinte outubro candidato bolsonaro gravou video falando adversarios irao cadeia exilio sem lugar brasil,2
bolsonaro falou forma preconceituosa sobre nordestinos segundo presidente nordestinos deveriam comer capim falou ele,1
ano dois mil dezesseis entrevista realizada canal tv falou ameacaria extremadireita brasil fala teria sido destinada candidato fernando haddad pt,2
praticamente foram triplicamos quantidade universitarios brasil disse ministro educacao ,1
governo temer responsavel dobrar preco gas cozinha este ano,1
programa mais medicos responsavel mais sessenta milhoes brasileiros atendidos pais,2
em campanha durante vinte dias foram atingidos mais vinte nove porcento votos fernando haddad,2
imposto renda ganha ate cinco salarios minimos preve ficaram isentos plano governo,2
psdb partido responsavel indicar quatro ministros governo temer remanescente pt,2
candidata marina silva participou movimento pedindo impeachment presidenta dilma rousseff pt,2
manifestacoes realizadas brasil bispos catolicos declararam forma contraria reforma trabalhista,2
medida teto gastos realizadas apenas brasil nao existe nenhum outro pais,1
oitenta porcento credito estao concentrados cinco bancos nacionais sendo dois publicos,2
haddad fez proposta mandato suprema corte quinze anos outros paises,2
reforma partidaria este ano objetivo por fim clausula barreira nacional,1
eleicoes dois mil dezesseis partido pt todas delacoes relacionadas psdb pp pmdb foram represadas,1
pt dois mil dezesseis perdeu sessenta porcento votos pais fernando haddad pt,2
noventa porcento faixa etaria escolas estao entre quatro ate cinco anos,2
cerca cinquenta porcento votos responderam votariam lula segundo turno caso houvesse contra qualquer outro candidato,1
estado piaui esta segundo lugar ranking gastos publicos relacao seguranca,2
apenas fernando haddad obteve nove mil novecentos oito votos unica secao,1
custeada bndes hidreletrica tumarin nicaragua atingiu cerca bilhao,1
bolsonaro xingou candidato fernando haddad missa petista estaria passando local eleitor bolsonaro,1
encomendada reportagem jose sergio gabrielli jornal folha spaulo respeito candidato eleicoes,1
urnas estariam alguns votos preenchidas favor haddad cerca oitenta porcento secao,1
quadrilha tentou roubar sessenta oito milhoes candidato haddad estado bahia,1
carlos vereza relatou pt partido seria organizacao criminosa comanda poderes brasil,2
eu cresci ruas disse haddad dentro hospital deitado cama,1
haddad participa coligacao cerca quinhentos milhoes campanha presidencial,1
so três milhoes nao sao usados parte fundo partidario candidato jair bolsonaro psl,2
inglaterra vinte poucos anos antes diminuiram carga tributaria equilibrar economia disse bolsonaro,1
fernando haddad pt teve titulo cidadao cearense concedido pela assembleia legislativa estado ceara,2
brasil tem vinte dois hidreletricas sendo vinte delas construidas regime militar ditatorial,1
haddad disse plano governo objetivo exercer controle social midia pais,1
nao existe nenhuma comprovacao serem medicos fazem parte programa mais medicos brasil medicos sem identificacao,1
referendo dois mil cinco populacao votou decidir teria direito comprar armas fogo,2
iremos trabalhar melhorar reducao maioridade penal populacao deseja disse jair bolsonaro,2
voto eletronico mostra seguranca sistema eleitoral nao existe outro lugar mundo tao seguro eficiente,1
bolsonaro plano governo mostra ira cortar décimo terceiro salario trabalhadores,1
tripliquei numero universitarios brasil aumentando mais terco quantidade universidades federais disse haddad,1
outros lugares mundo nao aplicam medidas teto gastos igual brasil totalmente diferentes ,1
fernando haddad nem conseguiu chegar segundo turno estado sao paulo votacao bem abaixo esperado,2
jose dirceu declarou ganharia eleicao qualquer forma assumir poder nacional,2
onu realizou pleito apresentado lula mostrando fragilidade acusacao contra canditado fernando haddad pt,1
tasso jereissati declarou cometer tres erros atrapalharam resultado eleitoral nao acreditavamos iriam prejudicar pt,2
jovem responsavel esfaquear bolsonaro facada noticia falsa teria falecido,1
anunciado apuracao votos eleicoes presidenciais dois mil catorze fernando haddad pt contesta,1
adelio bispo seria pessoa tentou matar jair bolsonaro evento candidatura juiz fora ele filiado pt,1
homem tentou matar bolsonaro estaria ligado campanha dilma senado minas,1
brasil nao consegue realizar producao forma competitiva igual paraguai numero apontam producao inferior,1
ultimas eleicoes pesquisa datafolha errou mais sessenta porcento,1
candidato henrique meirelles cargo presidente banco central durante oito anos candidato tambem esteve jbs barra friboi,2
governos pt eliminou curso tecnico ensino medio disse jair bolsonaro psl entrevista concedida radio jovem pan,1
crianca nove anos idade nao sabe tabuada estatistica aponta setenta porcento nao sabem,1
pesquisas registrado tse parana mostra bolsonaro vence eleicoes maioria estados populacao renovacao noticia esta circulando aplicativo mensagem whatsapp,1
policial precisaria esperar ladrao atirar primeiro mostrar reacao errado disse presidente jair bolsonaro entrevista concedida sbt,1
brasil tem atualmente ranking superior mesmo periodo governo fhc,2
leitura disponibilizada ministro educacao estaria estimulando pai converse sobre relacao sexual filha fernando haddad fica espantado noticia frente ministerio governo distribui escolas publicas,1
ibge divulga pesquisa numero desempregados atualmente nao procuram emprego ano anterior apenas dois tres dias emprego temporario recebeu auxilio desemprego,1